               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
123,0.043586,0.0019623,0.0015511,0.52958,0.49298,0.48713,0.20447,0.046542,0.0011141,0.0014851,0.005974,0.005974,0.005974
124,0.043581,0.0019548,0.0015995,0.53976,0.48388,0.48714,0.20485,0.046553,0.0011139,0.0014845,0.005941,0.005941,0.005941
125,0.043632,0.0019473,0.0015637,0.51939,0.50003,0.4873,0.20464,0.046569,0.0011135,0.0014852,0.005908,0.005908,0.005908
126,0.04381,0.00193,0.0015591,0.51889,0.49922,0.48691,0.20461,0.046573,0.0011133,0.0014846,0.005875,0.005875,0.005875
127,0.043827,0.0019544,0.0015804,0.49442,0.52122,0.48721,0.20457,0.046586,0.001113,0.0014845,0.005842,0.005842,0.005842
128,0.043731,0.0019367,0.0015941,0.49338,0.52444,0.48737,0.20429,0.046603,0.0011128,0.0014853,0.005809,0.005809,0.005809
129,0.043191,0.0019452,0.0015598,0.49834,0.52388,0.48821,0.20429,0.046609,0.0011126,0.0014857,0.005776,0.005776,0.005776
130,0.043381,0.0019551,0.0015406,0.50315,0.5227,0.48912,0.20468,0.046614,0.0011125,0.0014864,0.005743,0.005743,0.005743
131,0.04328,0.0019217,0.0015336,0.5018,0.52205,0.48952,0.20505,0.046622,0.0011125,0.0014865,0.00571,0.00571,0.00571
132,0.043293,0.0019501,0.0015335,0.49827,0.52699,0.48974,0.20486,0.046636,0.0011123,0.0014874,0.005677,0.005677,0.005677
133,0.04324,0.001964,0.0015064,0.50834,0.51602,0.49028,0.20524,0.046652,0.0011118,0.001489,0.005644,0.005644,0.005644
134,0.042865,0.0019516,0.0015016,0.50328,0.51879,0.48853,0.20473,0.046667,0.0011115,0.0014904,0.005611,0.005611,0.005611
135,0.042931,0.0019394,0.0015054,0.50304,0.51824,0.489,0.20476,0.046682,0.0011112,0.0014917,0.005578,0.005578,0.005578
136,0.043127,0.0019315,0.0015326,0.4982,0.52332,0.48906,0.20505,0.046698,0.0011109,0.0014938,0.005545,0.005545,0.005545
137,0.042866,0.0019271,0.0014943,0.53419,0.49185,0.48886,0.20474,0.046705,0.0011107,0.0014946,0.005512,0.005512,0.005512
138,0.042659,0.0019449,0.0014768,0.53434,0.49145,0.4888,0.205,0.046717,0.0011107,0.001497,0.005479,0.005479,0.005479
139,0.04283,0.0019337,0.0014935,0.53333,0.49581,0.48992,0.2051,0.046719,0.0011107,0.0014983,0.005446,0.005446,0.005446
140,0.042602,0.0019566,0.0014799,0.53286,0.49441,0.48951,0.20526,0.046727,0.0011106,0.0014999,0.005413,0.005413,0.005413
141,0.042813,0.0019537,0.0014922,0.51744,0.50582,0.48933,0.20545,0.046735,0.0011104,0.0015011,0.00538,0.00538,0.00538
142,0.04264,0.0019304,0.0014909,0.52877,0.49807,0.48943,0.20542,0.046744,0.0011103,0.0015028,0.005347,0.005347,0.005347
143,0.042377,0.0019213,0.0014748,0.52192,0.50232,0.48919,0.20541,0.046751,0.0011102,0.0015044,0.005314,0.005314,0.005314
144,0.042452,0.0019293,0.0014714,0.51856,0.50453,0.48888,0.20535,0.046759,0.0011101,0.0015058,0.005281,0.005281,0.005281
145,0.042565,0.0019285,0.0014706,0.52251,0.50349,0.48845,0.20586,0.046768,0.00111,0.0015071,0.005248,0.005248,0.005248
146,0.042354,0.0019213,0.0014309,0.5221,0.50395,0.4891,0.2054,0.046776,0.00111,0.0015077,0.005215,0.005215,0.005215
147,0.042239,0.0019236,0.0014633,0.51125,0.51457,0.48927,0.20549,0.046782,0.0011098,0.0015088,0.005182,0.005182,0.005182
148,0.04195,0.0019057,0.0014366,0.52523,0.50307,0.48966,0.20532,0.046789,0.0011095,0.0015095,0.005149,0.005149,0.005149
149,0.042193,0.0019352,0.0014597,0.51973,0.50826,0.4901,0.20509,0.046804,0.0011094,0.0015117,0.005116,0.005116,0.005116
150,0.042211,0.0019058,0.001465,0.52982,0.49959,0.4896,0.20513,,,,0.005083,0.005083,0.005083
151,0.041838,0.0019133,0.0014371,0.52977,0.50265,0.4901,0.20488,,,,0.00505,0.00505,0.00505
152,0.04171,0.001922,0.0013984,0.52345,0.50754,0.49001,0.20527,,,,0.005017,0.005017,0.005017
153,0.041794,0.0018994,0.0014098,0.52538,0.50606,0.48887,0.20535,,,,0.004984,0.004984,0.004984
154,0.041651,0.0019151,0.0013895,0.52404,0.50599,0.48892,0.205,,,,0.004951,0.004951,0.004951
155,0.041576,0.0019154,0.0014115,0.52485,0.50822,0.4896,0.20506,,,,0.004918,0.004918,0.004918
156,0.041524,0.0019095,0.0013721,0.52722,0.5074,0.48914,0.20493,,,,0.004885,0.004885,0.004885
157,0.041447,0.0019226,0.0013777,0.52564,0.50628,0.48933,0.20487,,,,0.004852,0.004852,0.004852
158,0.041403,0.0019225,0.0014243,0.521,0.51267,0.48956,0.20515,,,,0.004819,0.004819,0.004819
159,0.041349,0.0018889,0.0013704,0.52246,0.51009,0.48839,0.20501,,,,0.004786,0.004786,0.004786
160,0.041026,0.001908,0.001347,0.52547,0.50827,0.48915,0.20492,,,,0.004753,0.004753,0.004753
161,0.040991,0.0019273,0.0013902,0.51579,0.51559,0.48837,0.20442,,,,0.00472,0.00472,0.00472
162,0.041015,0.0019087,0.0013782,0.51478,0.51564,0.48886,0.20493,,,,0.004687,0.004687,0.004687
163,0.040998,0.0019047,0.0013952,0.51495,0.51625,0.48975,0.2051,,,,0.004654,0.004654,0.004654
164,0.04089,0.0019357,0.0013535,0.52421,0.50675,0.48915,0.20529,,,,0.004621,0.004621,0.004621
165,0.040766,0.001934,0.0013718,0.52419,0.50741,0.48915,0.20522,,,,0.004588,0.004588,0.004588
166,0.040673,0.0019056,0.0013219,0.53008,0.50219,0.48959,0.20526,,,,0.004555,0.004555,0.004555
167,0.040522,0.0019174,0.0013378,0.52753,0.50438,0.48961,0.20527,,,,0.004522,0.004522,0.004522
168,0.040698,0.0018989,0.0013589,0.52888,0.50564,0.49005,0.20537,,,,0.004489,0.004489,0.004489
169,0.040568,0.001919,0.0013334,0.52553,0.50883,0.48996,0.20531,,,,0.004456,0.004456,0.004456
170,0.04051,0.0018688,0.001342,0.52667,0.50799,0.4894,0.20522,,,,0.004423,0.004423,0.004423
171,0.040216,0.0018852,0.0012917,0.54239,0.49824,0.49082,0.20523,,,,0.00439,0.00439,0.00439
172,0.040464,0.0018931,0.0013162,0.53894,0.50179,0.49092,0.20523,,,,0.004357,0.004357,0.004357
173,0.040392,0.0018681,0.0013337,0.54065,0.49962,0.49014,0.20565,,,,0.004324,0.004324,0.004324
174,0.040196,0.0019005,0.0013245,0.53957,0.50073,0.4904,0.20572,,,,0.004291,0.004291,0.004291
175,0.040374,0.0018761,0.0013432,0.53801,0.50477,0.4914,0.20589,,,,0.004258,0.004258,0.004258
176,0.039902,0.0018798,0.0013032,0.53716,0.50528,0.49165,0.20557,,,,0.004225,0.004225,0.004225
177,0.040082,0.0018985,0.0012882,0.53596,0.50789,0.49296,0.20534,,,,0.004192,0.004192,0.004192
178,0.040127,0.0018677,0.0013118,0.53807,0.5063,0.49219,0.20503,,,,0.004159,0.004159,0.004159
179,0.040093,0.0018601,0.0013045,0.53707,0.50549,0.49191,0.20506,,,,0.004126,0.004126,0.004126
180,0.039739,0.0018672,0.0012884,0.53244,0.50709,0.49062,0.20471,,,,0.004093,0.004093,0.004093
181,0.039737,0.0018598,0.0012695,0.53648,0.50751,0.49149,0.20464,,,,0.00406,0.00406,0.00406
182,0.039839,0.0018591,0.0013043,0.53193,0.50916,0.49054,0.2044,,,,0.004027,0.004027,0.004027
183,0.039453,0.0018828,0.0012642,0.53794,0.50199,0.48997,0.20427,,,,0.003994,0.003994,0.003994
184,0.039435,0.0018789,0.0012703,0.53392,0.50447,0.48959,0.20423,,,,0.003961,0.003961,0.003961
185,0.039271,0.0018683,0.0012538,0.53309,0.50494,0.49002,0.20426,,,,0.003928,0.003928,0.003928
186,0.039124,0.0018679,0.0012382,0.51455,0.52033,0.48977,0.20415,,,,0.003895,0.003895,0.003895
187,0.039171,0.0018882,0.0012655,0.51539,0.51851,0.48863,0.20442,,,,0.003862,0.003862,0.003862
188,0.039062,0.0018808,0.0012175,0.51791,0.51798,0.48947,0.20425,,,,0.003829,0.003829,0.003829
189,0.039136,0.0018729,0.0012257,0.53573,0.50245,0.48955,0.20414,,,,0.003796,0.003796,0.003796
190,0.03892,0.0018694,0.0012118,0.51106,0.52392,0.48947,0.20397,,,,0.003763,0.003763,0.003763
191,0.03873,0.0018453,0.0012145,0.51069,0.52326,0.48869,0.20381,,,,0.00373,0.00373,0.00373
192,0.038901,0.0018505,0.0012334,0.51567,0.52025,0.48982,0.20365,,,,0.003697,0.003697,0.003697
193,0.038611,0.0018523,0.0012211,0.51578,0.521,0.48924,0.20339,,,,0.003664,0.003664,0.003664
194,0.038512,0.0018895,0.0011945,0.51509,0.52021,0.49018,0.20344,,,,0.003631,0.003631,0.003631
195,0.038418,0.0018592,0.0011891,0.5149,0.5207,0.49069,0.20363,,,,0.003598,0.003598,0.003598
196,0.038491,0.0018395,0.0012011,0.49526,0.54167,0.49081,0.20353,,,,0.003565,0.003565,0.003565
197,0.038309,0.0018567,0.0012277,0.52184,0.51534,0.49137,0.20335,,,,0.003532,0.003532,0.003532
198,0.038354,0.0018509,0.0011821,0.51972,0.51524,0.49019,0.2033,,,,0.003499,0.003499,0.003499
199,0.038289,0.0018639,0.0012117,0.50444,0.52614,0.48906,0.20318,,,,0.003466,0.003466,0.003466
200,0.037693,0.0018399,0.0011742,0.49814,0.53331,0.48863,0.20309,,,,0.003433,0.003433,0.003433
201,0.037865,0.001863,0.0011738,0.52498,0.51042,0.48962,0.20324,,,,0.0034,0.0034,0.0034
202,0.037916,0.0018485,0.001157,0.51811,0.51777,0.48986,0.20351,,,,0.003367,0.003367,0.003367
203,0.038104,0.0018435,0.00118,0.50927,0.52704,0.48937,0.2033,,,,0.003334,0.003334,0.003334
204,0.037887,0.0018271,0.0012003,0.50999,0.52481,0.48952,0.20308,,,,0.003301,0.003301,0.003301
205,0.037771,0.0018315,0.0011581,0.5309,0.50398,0.48953,0.20313,,,,0.003268,0.003268,0.003268
206,0.037357,0.0018513,0.0011672,0.52014,0.51379,0.48973,0.20307,,,,0.003235,0.003235,0.003235
207,0.037598,0.0018202,0.0011479,0.51575,0.51908,0.48926,0.20295,,,,0.003202,0.003202,0.003202
208,0.037577,0.0018204,0.0011408,0.51527,0.51952,0.48913,0.20291,,,,0.003169,0.003169,0.003169
209,0.037398,0.0018519,0.0011087,0.51909,0.51683,0.48871,0.20297,,,,0.003136,0.003136,0.003136
210,0.037426,0.0018166,0.0011465,0.51957,0.51921,0.48989,0.20299,,,,0.003103,0.003103,0.003103
211,0.037335,0.0018272,0.0011126,0.5238,0.51554,0.48876,0.20259,,,,0.00307,0.00307,0.00307
212,0.037227,0.0018052,0.0011508,0.52586,0.51452,0.48887,0.20259,,,,0.003037,0.003037,0.003037
213,0.037183,0.0018242,0.0011757,0.52201,0.51601,0.48883,0.2025,,,,0.003004,0.003004,0.003004
214,0.037065,0.0018238,0.0011156,0.52663,0.51184,0.48835,0.20235,,,,0.002971,0.002971,0.002971
215,0.036931,0.0018256,0.0010895,0.52829,0.51051,0.48835,0.20198,,,,0.002938,0.002938,0.002938
216,0.036913,0.0018121,0.001092,0.52469,0.51297,0.48856,0.20199,,,,0.002905,0.002905,0.002905
217,0.03639,0.0018066,0.0010674,0.52629,0.51145,0.48846,0.20183,,,,0.002872,0.002872,0.002872
218,0.036467,0.0018207,0.0010893,0.52082,0.51665,0.48833,0.20184,,,,0.002839,0.002839,0.002839
219,0.03647,0.0018146,0.001079,0.52424,0.51357,0.48796,0.20159,,,,0.002806,0.002806,0.002806
220,0.03632,0.0018093,0.0010913,0.51634,0.52109,0.48739,0.20128,,,,0.002773,0.002773,0.002773
221,0.036211,0.001773,0.0010893,0.51133,0.52498,0.4876,0.20095,,,,0.00274,0.00274,0.00274
222,0.036398,0.0018021,0.0010931,0.5266,0.51118,0.48661,0.20079,,,,0.002707,0.002707,0.002707
223,0.036071,0.0017885,0.0010581,0.52574,0.51332,0.48589,0.2006,,,,0.002674,0.002674,0.002674
224,0.036088,0.0017535,0.0010599,0.52709,0.51152,0.48517,0.20054,,,,0.002641,0.002641,0.002641
225,0.035866,0.0017864,0.0010309,0.52675,0.51148,0.4848,0.20054,,,,0.002608,0.002608,0.002608
226,0.035588,0.0017834,0.001058,0.52699,0.51005,0.4836,0.20065,,,,0.002575,0.002575,0.002575
227,0.035578,0.0017931,0.0010211,0.52564,0.5105,0.48461,0.20059,,,,0.002542,0.002542,0.002542
228,0.035887,0.0017919,0.0010252,0.51846,0.51473,0.48326,0.20006,,,,0.002509,0.002509,0.002509
229,0.035579,0.0017725,0.0010244,0.51925,0.51594,0.48405,0.20022,,,,0.002476,0.002476,0.002476
230,0.035498,0.0017418,0.0010345,0.52326,0.51271,0.48413,0.19979,,,,0.002443,0.002443,0.002443
231,0.035371,0.0017685,0.0010431,0.52188,0.51318,0.48377,0.19973,,,,0.00241,0.00241,0.00241
232,0.035417,0.0017668,0.0010097,0.52289,0.51142,0.48276,0.19937,,,,0.002377,0.002377,0.002377
233,0.035075,0.0017583,0.001003,0.51985,0.51354,0.48268,0.19928,,,,0.002344,0.002344,0.002344
234,0.035018,0.0017596,0.0010073,0.5217,0.51125,0.48265,0.19948,,,,0.002311,0.002311,0.002311
235,0.034986,0.0017683,0.0010119,0.52992,0.50278,0.48162,0.19907,,,,0.002278,0.002278,0.002278
236,0.034592,0.0017382,0.00097946,0.53079,0.50261,0.48032,0.19899,,,,0.002245,0.002245,0.002245
237,0.03499,0.0017552,0.00097966,0.529,0.50246,0.47908,0.19882,,,,0.002212,0.002212,0.002212
238,0.034579,0.0017413,0.00098033,0.53334,0.49876,0.47908,0.19849,,,,0.002179,0.002179,0.002179
239,0.034556,0.0017398,0.00098111,0.53684,0.49865,0.48051,0.19836,,,,0.002146,0.002146,0.002146
240,0.034312,0.0017283,0.00095871,0.53025,0.50525,0.48025,0.19806,,,,0.002113,0.002113,0.002113
241,0.03439,0.0017268,0.00097155,0.53209,0.50254,0.47977,0.19808,,,,0.00208,0.00208,0.00208
242,0.03441,0.0017244,0.00096355,0.53235,0.50356,0.47945,0.19781,,,,0.002047,0.002047,0.002047
243,0.034074,0.0017543,0.00098034,0.52084,0.51405,0.48094,0.19789,,,,0.002014,0.002014,0.002014
244,0.034146,0.0017242,0.00092773,0.52659,0.51008,0.48086,0.19749,,,,0.001981,0.001981,0.001981
245,0.033823,0.0017382,0.0009573,0.51971,0.5154,0.48111,0.19733,,,,0.001948,0.001948,0.001948
246,0.033975,0.0017259,0.00095748,0.51781,0.51836,0.48128,0.19748,,,,0.001915,0.001915,0.001915
247,0.033674,0.0017194,0.00093051,0.52733,0.51006,0.48065,0.19696,,,,0.001882,0.001882,0.001882
248,0.033523,0.0017249,0.00093907,0.53024,0.50888,0.48031,0.197,,,,0.001849,0.001849,0.001849
249,0.033687,0.0017072,0.00092685,0.52511,0.51257,0.47943,0.19682,,,,0.001816,0.001816,0.001816
250,0.033332,0.0017097,0.00092751,0.52263,0.51539,0.47899,0.19652,,,,0.001783,0.001783,0.001783
251,0.033262,0.0017197,0.00093081,0.52127,0.51527,0.4779,0.19638,,,,0.00175,0.00175,0.00175
252,0.03308,0.0016677,0.00090884,0.52024,0.51423,0.47749,0.19639,,,,0.001717,0.001717,0.001717
253,0.032899,0.0016934,0.00089356,0.52345,0.51094,0.47718,0.19628,,,,0.001684,0.001684,0.001684
254,0.032856,0.0016791,0.00091308,0.51879,0.51517,0.47739,0.19603,,,,0.001651,0.001651,0.001651
255,0.032761,0.0016825,0.00089307,0.51553,0.51696,0.47664,0.19606,,,,0.001618,0.001618,0.001618
256,0.03281,0.0016911,0.00090019,0.52004,0.51567,0.47693,0.19619,,,,0.001585,0.001585,0.001585
257,0.032441,0.0016611,0.00088418,0.51259,0.52062,0.47641,0.19594,,,,0.001552,0.001552,0.001552
258,0.032477,0.0016597,0.00087214,0.51061,0.52275,0.476,0.19566,,,,0.001519,0.001519,0.001519
259,0.032258,0.0016668,0.00085963,0.51688,0.51775,0.47598,0.19552,,,,0.001486,0.001486,0.001486
260,0.032183,0.0016549,0.00086688,0.51416,0.5184,0.47519,0.1949,,,,0.001453,0.001453,0.001453
261,0.032212,0.0016543,0.00084964,0.54845,0.48904,0.47451,0.19514,,,,0.00142,0.00142,0.00142
262,0.031905,0.0016363,0.00083277,0.53093,0.50125,0.47351,0.19473,,,,0.001387,0.001387,0.001387
263,0.031899,0.0016607,0.00084805,0.52926,0.50362,0.47344,0.19515,,,,0.001354,0.001354,0.001354
264,0.031667,0.0016271,0.0008346,0.52688,0.50333,0.47273,0.19513,,,,0.001321,0.001321,0.001321
265,0.031688,0.0016379,0.00085519,0.5042,0.52432,0.47295,0.19491,,,,0.001288,0.001288,0.001288
266,0.031517,0.0016418,0.00081081,0.51738,0.51176,0.4735,0.19482,,,,0.001255,0.001255,0.001255
267,0.031374,0.001637,0.00083348,0.51636,0.51307,0.47322,0.19477,,,,0.001222,0.001222,0.001222
268,0.0313,0.001608,0.00081002,0.51009,0.51827,0.47301,0.19427,,,,0.001189,0.001189,0.001189
269,0.031123,0.0016124,0.00080871,0.50905,0.51734,0.47205,0.19414,,,,0.001156,0.001156,0.001156
270,0.030896,0.0016315,0.00077387,0.51124,0.51637,0.47169,0.19423,,,,0.001123,0.001123,0.001123
271,0.031033,0.0016017,0.00079372,0.51088,0.51829,0.47203,0.19403,,,,0.00109,0.00109,0.00109
272,0.030863,0.0016119,0.00078465,0.52504,0.50462,0.47234,0.19401,,,,0.001057,0.001057,0.001057
273,0.030584,0.0016107,0.00078997,0.52748,0.50161,0.47027,0.19372,,,,0.001024,0.001024,0.001024
274,0.030589,0.0015953,0.00079529,0.51493,0.50987,0.46935,0.1932,,,,0.000991,0.000991,0.000991
275,0.030576,0.0016125,0.00077244,0.52143,0.50448,0.46819,0.19332,,,,0.000958,0.000958,0.000958
